id,Accept
e5a212771a1,1
9644975361d,1
573fc5e7eb3,1
17d72324c8c,0
d5085ef295b,1
1f3f2bf4ec9,1
9f7b71d97a9,0
f730cbd8a89,1
d132bf6a5de,0
483d53180d1,1
9b879d11545,1
fcc63659d23,1
3e5a0557785,1
6e35b221037,1
8a6ae9cb1d2,0
cae015252ab,1
8ee008c7de0,1
5edc518143b,0
11479a9fc63,1
3411fe4782b,0
b86c9860266,1
3819976012f,1
d3c7806b783,1
99ff1370ec6,1
2bfe1c5a935,1
98f316864af,1
555822db41e,0
e99d1bdd798,1
4dcbd21b0dc,1
421c0c39ae8,1
7a04c913b7b,1
0cc22769318,1
c6036b608eb,1
ae438f5c37a,1
c1f38aa4446,1
6942c8cb448,1
bdf355d194c,1
f4cb8126ffe,1
7b5750525a8,1
e7d8afa9863,1
f4bceb366b8,1
d7b3e89d20f,1
1c7c76c3af4,1
4ecf6aa3349,0
f1c6ef34f73,1
e6b87f3f1bb,0
fab78cc906d,1
b8f7ff5be58,1
43d3d254471,1
5a6ef2b6bea,1
1e0c093d336,1
33c6fa5d107,1
a0fa44515a1,1
31ecb69708e,0
7ac69b69ad3,1
887c8644f72,0
cb4160e0e0a,1
bd0a4bf7811,1
bb64c21499f,1
30125860f53,1
66d0f915fa5,1
2329a9f2fb5,1
f9172b19416,1
5429e2c3bbf,1
ea9a9aecbca,0
13f86867ed6,1
aa3c1569eca,1
cce8d345196,1
bb00887090e,1
073b487bf71,0
a1a6df12956,1
9ca6999f10a,1
8848bf049d9,1
d8b0a692f12,1
dcbbac92461,0
0dc5037758e,1
6dfc9ed9e58,1
b076fa086c8,1
1b7b6a43371,1
a76c615b7f6,0
1a199c49ab9,1
87afd610524,1
71410cccd03,1
dca7b4205f0,1
5db9fce9723,1
0b742f26039,1
1dcc2c1ccc6,0
f923af22fea,1
c202be122c5,1
05243f7ba5f,-2147483648
8dc4a447f95,1
5933c1ec9d7,1
80e5f3560be,1
155ee7415c8,1
7f0fbbbcc43,1
7f3a7dbaa50,1
858185f0b8a,0
a5c1825c6af,1
fcb50ba8f5a,1
65486f9db6d,1
1e0dd1b7b6b,1
0a83557ce19,1
2adf319a8e4,1
188e886cdd2,1
f585a74cf26,1
cf1c72f239d,1
4b4c3c57344,1
fdd1ccf86b1,1
0da04916987,0
e36cabf1026,1
f6c40c1bcf1,1
29e71b62826,0
9adee38c903,1
e4d2ca3e30b,0
16344ec135e,1
f1fc2c845d4,1
b05d55cbfbf,0
c8d448c97f7,1
bc91af6dac1,0
79b41c5b27f,1
44bec81f9bd,1
69efabca88f,1
45b397f2d6f,-2147483648
b3d708a4edc,1
e3aa13c272b,1
d230f64ddb9,0
5159b52a863,1
02b65571e89,1
420fd9f84c4,1
e80d1ef1f3c,0
a50b9b1232f,1
a7e86f95d6e,1
6609409cd81,1
3cb13f817b1,1
31ab53c85dc,1
c69cdee7f2d,1
a89bf30216d,1
be4908e54a6,1
ccc89cc6092,1
c7694c65f9d,1
a1d8521e8fd,-2147483648
eaed959c033,1
fbe912b9317,1
99226aa9b55,1
fc645801ea1,1
d53a1747609,1
084cad4e0ef,1
29bcd3fdadc,1
0a806b5537b,1
477f5bffd83,1
dd2937e9d43,1
60844ac6db5,1
d6cf56f8fed,0
f80f8302f23,0
172f281a3a7,1
8c9a6201fdd,0
a27a927779b,1
7604f3585f3,1
921bd69d7bc,1
400db0576a3,0
d4e3f067dbe,1
5b8b4eddbd4,1
f42b56e521e,1
5830915f404,1
969622cc3f0,1
654d167cd6e,1
9eba6d45b7b,0
ae7e96b735e,1
ad3e5184913,1
4027ed73f0a,1
9f1ec6628ae,1
8a87cd17dd6,0
595de392c45,0
c32cc3ea256,1
213e659dd03,1
1bb33b00514,0
ecf032dcabb,1
971550d6bfe,0
2321d9e399c,0
0c28259ff9a,1
4da7be014a6,1
17ee5948999,1
589e2e624ee,1
9e63cd89989,1
e17c52e8a14,1
6922629488a,1
f594ed20415,1
f8527c42482,1
10f54c0be52,1
8cf9b011ba4,1
1393171698f,1
02fb644422a,1
9afcc15b56e,1
6ae0a5b96ab,1
01d309a42c1,1
5676f1217b0,1
a630cc5f9c7,1
997b362c1dc,1
489b1c5d3fe,1
fd245166dad,1
3966782150a,1
91d5e476f99,1
57252ab9974,1
c742c026225,1
d63ddbce7cd,1
d466e0317a0,1
7e8a3a7ddb6,1
bdf9d28bcf3,1
65bda0f1938,1
8262a0c619a,1
037b1315140,0
493c0229fd2,0
1dad988a68d,1
5aa181fe5ed,1
bb3153c5a1b,1
e4ff069ae5a,0
530394d733b,0
f74242c1f74,1
a74911b86aa,1
5dcde46efc4,-2147483648
06da92518d8,1
c0b8bf407b6,1
d0bd810aeb0,1
ccd73d21ea3,1
ca8e6715bb1,1
8532c948586,1
5134fb45463,0
e02e5f8fa76,1
ae83de3dc67,1
9473392ed86,0
7328be77545,1
2661e3477a3,1
ed9a88fc5e5,1
124b9c21402,1
1606990dc5d,1
7b017872217,1
677ea129ed5,1
c0caf0de0fa,0
11cd6fd1d74,1
a2cc4f5d148,1
de7c6ed270d,1
a1d8ca01f3f,1
5c30f7c35f4,0
9c602aff7de,1
3c626442dd3,1
d5e7c23ccd0,1
f611b26a875,1
5c0380dc853,1
9f9dfcafbb7,1
d4728158df0,1
95b43d0374e,1
6a4bd24a4c5,1
c5acd92b8dd,1
08332da06fe,1
c02250ac79f,0
20acb8e495a,1
e6421ae3441,1
6c42667d660,0
da4be6d1b46,1
76103df8926,1
6e5305cc6ca,1
482d7710c9c,0
f566a276c30,1
17528716523,0
44a9a9213c7,1
06723377921,0
c1240d996ec,1
9225bef0eab,1
582f30ce915,0
7729c79bbfb,1
65256a4cc31,1
bf0798accc0,0
b9cacaf3963,1
25f6a46e173,1
653fce982e8,-2147483648
56544471629,1
6d1e0dd4ef1,1
b0924f682f0,1
7f1ce8b1037,0
8a07f7f2802,1
5c11d163dd6,1
6e06611aae1,1
7c97847f612,1
18c3d6d280d,1
7c2e1950b64,1
0e45e6c96b4,0
e83b331a1ca,1
ee640ec2ce5,1
7378fd09888,1
772950c5194,1
82351410278,1
2be14e10f6b,1
72bfdd28341,1
18a02e2dfc2,0
4d9d3f4acdf,1
3d49afa3892,1
dad0684770b,1
fc57f084c02,1
ae973c594ed,1
72569260d4c,1
071a64139fa,1
e3d5af0412f,1
d6f9fe8f771,1
cd3036f392e,1
643e7053737,1
71a7b994c53,1
f0753b9c7c5,0
53255ba0afb,1
bf50959f3cc,1
35038fcc4be,1
62c5a4bbae6,1
200fcdf7f9a,1
ab05de8c8a0,1
ff60fbdfe53,1
f542fa65e46,1
316a7b70113,1
98670124204,1
67221eef804,1
689c60be791,1
b22f5d24b3b,1
75307af519c,1
023e8626f29,1
9d13559851f,1
16a4489784e,1
605c2b0cd34,1
896e4a111d8,1
24121cf63f7,1
bb6db591032,1
b3cd9e97661,1
33172618013,1
192303beeb9,0
33ac39d84d7,1
db038b3bc43,1
6a03e5a02dd,1
499ffddce0a,1
78af26e3f55,1
ef2ef59caca,1
a7ee0ce7061,1
6b51c5a9563,0
a0f0465c1c9,1
3d0e45226f9,1
8e2bf0b3a18,1
23f6d76fea9,0
1eb11881eeb,0
a55816dd3d8,1
3c4dfae4ccb,1
512b2c3aa27,1
ad835b7a229,1
d5e2632451b,1
eb2e200d2e3,1
88f6b2d938b,1
5551d69bd56,1
3a8d25397e7,1
9ae3aa64bb0,1
9a7283ed3b9,1
d015dd9e2dd,0
dbec928b311,1
05f0b88fa75,1
d36a76a6fad,1
c63bef7b86e,1
6c01c915a7c,1
5b6d7da57a7,0
a1794a9a117,1
d7cb3926346,1
8949529e644,1
99f95afdc9f,0
ec993db5795,1
29efc1e1d84,0
7504368d17c,1
8790e10ea23,1
0406c3e3d5f,1
efe59108dd6,0
10b070617e9,1
2e55936e135,1
bcc69672fbf,1
e6a29072a4f,1
cb79cfd8b78,1
7d22b27624d,0
45d854d2c20,1
67b7db6a36a,1
2943e33062f,1
59be9ed93ed,0
dc1ae617706,1
825e47469a0,1
9009ac624ac,1
84ae2d05bea,1
4f081b5aa7a,1
7c215d81bc6,1
8c5622985a5,1
0cecfcfdb17,0
8188d8d17a1,1
b8dcce4abb6,1
a979c000382,1
7ceaf32c1ff,1
66289fe7559,1
5b6c0882cad,0
b4a6c77525a,1
c7caa597455,0
2b2cb4843f4,1
58fa1d1c8b1,1
f4dd796b7ea,1
8e8667ed441,1
113138ec7b9,1
a4b754f1d3b,0
89265b5493c,1
5f2fa9e3214,1
2305dcf73e6,1
b411bfd98d2,0
6db701ea559,1
085df587048,1
78a9e0ed6d6,0
08745d179bf,1
4c6ec440ad0,0
57dc6cffa2b,1
576e1ee9e0d,0
dc6c996682a,0
038c6e7265a,1
2302bec3c8d,1
f54bac52231,1
8cd7672d896,1
7e6889aba59,0
289102e242f,0
442ba5f4d92,1
f2097b13644,1
bc1adfc90a6,1
a5c6d484ab5,1
8e424886a7f,1
af931adbb65,0
aafef1872ca,0
bf11b0ee7ec,1
6253b4d1bc9,1
902125cd467,1
02324f8227f,1
0cbf61746a4,1
22b26811187,1
171a671e3e2,1
b52fb222a27,0
a49b0bcfde7,1
81df831d90a,1
6165fa78f49,1
b03582c5adb,1
e758584b8ed,1
7b758d482c8,0
0673f8917be,1
5924d299688,1
f4791e4b671,1
36f14e2a1bc,1
7ac96e27b61,1
dc58ede85fd,0
82190fb08c5,1
d312a8024ae,1
5ba1e1a76bd,1
584172c1568,1
eda63214d01,1
b1a996ed250,1
ba547564336,1
fd0a0b3cf67,1
2c0eb12d543,1
e9a50443115,0
25ca1d566b1,1
3eb7453f237,0
5869930885a,1
daa4337344c,0
9f01e9a69d3,1
08056c7d67e,1
82fd2b8e76a,0
c860ebbafae,1
d761668caf4,1
5068b334fea,1
e43945dbe66,1
5435947fc28,1
28924e6c14a,1
6e3118f7b7f,1
3bc3927fa08,1
64426f1b0dc,0
8e45accb603,1
838f3d68093,1
40153fac962,1
bcfd594b97c,0
17e7a644a48,1
a3b49d1c42f,0
e9d9b282e50,1
ef33ece466b,1
0cd72f881e3,1
cab11787c3d,1
60a53d26ae6,1
efe543f59dc,0
e8c1fe5586d,1
59b2a272342,1
1f2adbd87ec,1
c0231847e48,1
f5482965493,0
e2585626206,1
7946057b0dc,1
8f89a5ce645,1
0fa11a696b1,1
0395e7803da,1
9baa1dab29f,0
ce4154bdaec,1
c6c74d2290f,1
6ebd9ab40f0,1
141a3e5f636,1
c960fb6a83c,0
62dc2862aeb,1
acee12e0b65,1
61823fca208,1
f64ed38729d,1
55d4ca85d94,0
06e1dc84d6b,0
1e6fa60bba0,1
deab5dfc90a,1
be575a37c0a,0
070a2898101,1
cbfd70e91d5,1
6e9aad14d82,1
d1b5f333398,0
497173d0496,1
c0c1bcffb64,1
691e7db7c3c,1
8215b362da8,1
6cc18dda148,1
32c703f3cae,1
cf07f80bef6,0
83ff83fd89c,0
2051f2f33bb,1
eee6ccea686,1
b36563d3f37,1
6d37a2a685c,1
be44d32996a,1
a6cc64d8d70,0
ad3f61c9838,0
edf0b768e1d,1
85c35826203,1
8fba6e8693a,1
737b2a281d9,1
dcdcd0426a3,0
b98155a0053,1
bc59e1c6184,0
c02de4166be,1
76b2dad7701,0
a9f4a95ad0f,1
1a28a90c09f,1
d5462ee90a6,1
0253e8173fd,1
b10bbbd8d2e,1
4c404ed10ac,1
b7f7fb09edf,1
1405177274f,1
0e0c42c7a9b,0
975e06164ac,1
a90c33557b3,1
84408e65f0d,0
08e0828bf9c,1
b5801519d84,1
447b7f8a62d,0
02f49a28a9a,1
c4a11bbd4d1,1
fc672cf7b8b,1
c615c172fce,1
7f1ed31892a,1
4e585f6768f,0
6c593d785a4,0
5f83f30aebc,1
4def8e163af,1
db5bfce6e7f,0
a15b78917f3,1
4f5005303f2,1
fe62c84414f,0
e8d52b9b09d,1
4104b0e961a,0
15f38abf922,1
0254a76152e,1
00c8ad3fed8,1
010e62c172c,1
43581a34c3e,1
74df7ff100e,1
e5af896a4ac,1
50eab7a342b,0
3dad4bba9f2,0
05e953c1ccb,1
8ee49366419,1
58359d3cfde,1
dc7a890f365,0
e9dd08af995,1
184281489c8,1
ec42471526a,1
d1c094ec388,1
e719857b8cb,1
03df93bf3d4,1
25bcb0f8223,1
1034ee8c1ee,0
6081b705e9e,0
84f981a4e83,1
6187c7e8ab2,1
0145b5d5ee4,1
52e2ab73c6c,1
ecdb2cc9cb4,1
9c4071e8bfd,0
68669877153,1
12b63f72f7e,1
cb7144add50,1
9f0b9c41907,1
399abbccb1f,1
cd22cda3a4a,1
fcf4b5e63d3,0
af4cfe761f3,1
ba11220ab4c,1
6c7895a927f,1
f67568f8569,0
b0540b249a0,1
83607c88610,0
982bb7875e8,1
823ce57680e,1
07187199f28,1
dd43e12c812,1
830dd8f443d,1
692da5930b6,1
246edc6a242,1
d52a6a3170d,1
2ba53093876,0
765bc694994,1
2bf9b08eeff,0
fdc8b03c9e5,1
1422cb58f24,1
7f749c9eff5,1
d8f2af33a97,1
ff15fd512f8,1
989ac367c93,0
3b9eeb89a58,0
540a43d8d6e,0
972f0554137,1
674af8e2a8a,0
e473e7b4fc1,1
ee240bb8d09,0
92f2bb01c94,1
962d8d46da3,1
8734dba75ce,1
94709dbfd94,1
2ebe6cb0873,1
0a4de22f9d8,1
8f5af5fd94f,1
2eafc30473d,1
e11a97e04cc,1
68d412b5b13,1
e6d7d69ae98,1
437b59fb91e,1
358368abd6f,1
ac00cde6e40,1
28c749271e2,1
65bdcfb428c,1
51e168cb41d,1
005ddab9688,1
031a02cb921,1
56ae0ea47fd,1
e53194cc72a,0
b7ce859e46e,1
93049d65ec7,1
921011a4414,1
256f97cf75f,1
a3bdc0f4ec5,0
5725cb1e38d,1
07eed06f288,1
5897b3aa1fd,0
eff16669149,0
cfd272a42ce,1
a74e53adce0,1
8f3de73405b,0
4203aec2845,1
1053e2b075c,1
d42b0596541,1
2b39ca43f52,1
b4735d02fbb,1
7b74537f2e6,1
059096d8cc4,1
04f7d8e90dc,0
2a3fa195f97,1
afd7defaa27,0
cd66d29b19c,1
e58807eb9cd,1
81fc7e947f7,1
6a7c7d8f543,1
6e23cde580a,1
4af77149f5c,1
a6510ac08c8,1
69d67abca3c,1
d98b6d3c0df,1
721d38fa144,1
11e34bb7bcc,1
3f6b4e3d068,1
5f9285343b4,1
9ab5cc0bf89,1
6d60a927c89,1
9029181b30c,1
50ee7e11ae7,0
f86a53a44af,0
f22b9880c3c,1
faa95ff2e58,1
a212ed662e1,0
5704a81a119,1
fc3f8d5342b,0
3d27ea7ba10,1
784c4a2df80,0
c3e2c5dbab2,1
1a0b060e826,1
3ad18cdb16d,1
e5f59e15636,0
06fd3e16b7f,1
9f66fab43ee,1
e807ebe41d0,1
f12920d37be,1
d6e6cc56bd2,1
df25f793043,1
d036897bd84,0
7b7a9a2ac09,1
e424997b006,1
6bb6f0c00d2,1
cc34796e4c0,1
284eb904dea,1
213c7ff0733,1
d2b7ff56342,0
c6b9537ef3e,1
15121bd1eea,1
68dff4f8ed7,1
8a99cd53008,1
92d1bfe2323,1
a40ab00d936,0
1270afdc880,1
ef7ebb07134,0
66a032a99bc,1
cabdcdc729a,1
e0c15c401a0,1
fe71e14fbaa,1
e749cf6122c,1
9e16b388681,-2147483648
bf4a69e233f,1
38fda0bdc73,1
77de26da3ba,1
6743919f624,1
c3b04f9b145,0
3c0b1966b1c,1
1c3f511932d,1
eb74c1057ca,1
7d31947b86b,1
07bcb210097,1
ef06c71be4f,1
0f8d6e60683,1
2a4a8e87d10,0
bfb9b6cdda8,1
ef0338c26df,1
f7d56383f4e,1
389df53458f,1
c9f0f330a61,0
2be8eb027ae,1
db4ed6edbef,1
aeff5f9490a,1
5d947ce5e0a,1
cd5d772f824,1
bfe8ab4f644,1
cfba0cee6a2,0
e9399e0f211,0
c0d4ca37f47,1
403a7f2a261,1
babbd5aa0a3,1
e191b772233,1
f9afc3b5477,1
fca187dde41,1
69e04902e7c,1
481c0325478,1
6729b67a6ce,1
7241d60d32c,1
7afc0073741,1
9e124959473,1
5cb970f50df,1
78df7392f0e,1
a2944badc9f,1
d37d16d0af8,1
8d8de382307,0
b13ade8635c,1
6d2a85fdc69,0
3a7a20da6c4,1
ee4f5d4a454,1
fd1c3c13bd9,1
f4f74858e5b,1
a84942b0c92,1
0b49c6d1d1d,1
b8671a2aac0,1
d7e07fe3c24,1
5615c851396,1
d4d401ee0b6,1
4a002567152,1
2b405e48706,1
b1b12591963,1
32048ba022a,1
6421e51cca5,1
aba342958ec,1
d0d8f957e67,0
0b04b4cd871,1
d23e4c17ded,0
133e74bbac5,1
16556f6eda5,1
e01e7d245c1,0
9c3d23bc7a3,1
6990aa309d6,-2147483648
d80dfe61dfb,0
639a4f7acf4,0
3dfdbecc57d,1
66cc047c9ae,1
c789ff2b7ba,1
14c596c5a83,1
b29875e5fc5,1
4b1695a738e,1
19be132fe21,1
2d5b98599fb,1
ee7b7a1b609,1
85016885815,1
57f166e908e,1
f6830aa3590,1
07fae2b88a2,1
aa22a37ca5a,1
6dd1e26c903,1
60455a52bba,1
4718cef8be0,1
eb87dd85f4e,1
efa19810296,0
d08f3020fad,1
c337defdf9a,1
b865ba266b2,1
44203dfa4e2,1
fd8bde1af55,1
0db5c257c66,1
4da38396581,1
00e3efbe74c,1
77d37e61beb,1
509a136187d,0
12d6d3c4f4a,1
bf74e00efc6,1
1e7cb71c253,1
e829b851600,1
5183079ce9c,1
e2122189f2e,1
0571bc5cbd9,1
07ffab5be98,1
caae9fc9a67,1
879b0d15117,1
5ee5d7d9b34,1
4eebab9132a,0
8c4e0c9e90b,1
d5b98ec82eb,0
19fd1b8d584,1
0d187004265,1
ab4e4598f3d,1
202e9ca9e49,1
acba51f7baa,1
2a4d7af8bde,1
ac44a9beb15,1
b0d5dedbd5f,1
6a68911af4c,-2147483648
8fae47b500c,0
e139b6c79a6,1
0b48ae28f09,1
969f5adc1f6,0
44299d4c54d,1
189767ff552,1
ecd962595c7,0
f2992bdf63b,1
6f0747d9133,1
b3403a5f067,1
0383796e03e,1
87add7e540c,1
8127e6acf30,1
55c4ddbc024,1
fb873e36205,1
220e14fe468,1
2185b578ce3,1
eb6985679a7,1
3a608c12ce5,0
753d1b80c13,1
296fed5512e,1
dfc031c25ad,1
0f3793ec0c2,1
ce8f05085c1,1
69ffba39637,1
9572502ec47,1
cb1ad13f0d9,1
ea91a91462c,1
da9eb5e287c,1
19936b43fe2,1
453e171f91d,1
5656ba1b66c,1
26e78b529e3,0
1965716f3d2,1
c7350f79c50,0
8d9f98bb9e6,1
a2fc34974ef,1
b3a61964559,1
ec1d76b0bc2,0
c1b92d0026f,1
93b1d4d5346,1
4a369d35f04,1
b661d440504,1
3274a1a360c,1
1bfe95895fc,1
5db245c3036,1
5768164e88f,1
44fb058dac5,0
6938fe99639,1
14db2247106,1
379de8e20a5,0
9dfcfa1e543,1
f979cf99641,1
c8bf242bd13,1
cf501699fb7,0
69777f9be01,1
51e71a67514,-2147483648
0698d759746,1
f832a63f0e6,1
84d2f14748b,1
4fbc1dde872,1
68e1dec4da5,1
9fbcf642417,1
80d8a8ad6f1,1
ee377fd2e3c,1
5a580271af7,1
10cc5184618,1
7f2f6e017a6,1
2c35a8b07c2,1
f39fa0b1a83,0
57a9853652f,0
7534c3bf367,1
b5598217ddd,1
a0608064136,1
9b8fbe02a0b,1
599735d7b9d,-2147483648
47bf6bdf3ae,1
499ccbab822,1
33e65b69645,0
8e51fcbff0c,1
b06bfd7f385,1
bcee8b6b261,1
23832ca0514,1
0085e6c083e,1
9641f91520b,1
9f5777d16ca,1
bdb722ee10e,1
00d2702f2c8,1
0940ec66b6a,0
785be1f7892,1
86b3988b2d8,1
e958edcc172,1
88439242f41,1
1aa3a463e56,1
d44aa405ff0,1
f6eb30ed363,1
b894a837ac0,1
77c67298278,1
64d15c021e7,1
a4df4c67181,1
c6f363a573d,1
ec46579e610,0
9e80eafc4e5,0
d2ce9a16955,1
11b726f7e66,0
8a329337985,1
2884cccb41a,1
9d5e7b750ed,0
9ea980d7988,1
f7e6d4d7e4c,1
0cf9aad989f,1
fd3d66857a8,0
005d7d3079f,1
ba61a84cad8,1
d2ef3c5c820,1
a570cadd51a,1
ea99f191d7e,1
e99ec35e125,1
1c31b3ad961,1
a6356633ad7,1
ee224a39d08,1
d2f18aa9f4d,0
81ef9159086,1
e367b3ff157,1
1feea094a3d,0
e9092e07a58,1
7655f6e9a97,0
9918be91cd3,1
cd103632a75,1
cb88c2995f4,1
f9fb32f7f93,0
ca737ffc795,1
b6b381fd8b6,1
5e7359c7280,0
aba081eb571,1
a83043cb45e,1
3a98ebb3b5b,1
215a9f7e58c,1
61e16e27c33,1
9445c316868,0
05fb2a05832,0
e2c4e57887b,0
726f05124f4,0
c1c79666d02,0
1603ed1305d,0
d042bf2423e,1
0ef56098f13,1
a4eddef65ec,1
a4a154a4c5b,1
b02e58bbe82,1
3ce616580f2,1
46e836d8467,1
ef0afa9da0d,1
6b40624e896,1
9e572a6f5f1,1
9063226e84c,1
01d022944d4,1
21e583c4fd3,0
885d834ff3b,1
65264075335,1
c4e00695a24,1
96b37d83612,1
698480d75d8,1
b29575afdfe,1
9fe84b13b71,1
ffd2dbac32e,1
1902543ac93,1
769defdf190,0
f982da7f67f,1
7fcc0ea0f06,1
f04ef872ab3,1
b9ebd89b9d1,0
8a2510b540c,0
2ba4f62a783,1
ce66a9f4bdc,0
834527c874e,1
e594bdd22ef,0
0b52297c5ac,1
14c9fd775b8,0
10ebce49eb6,1
9f8e7b4136d,1
b1b7579ba81,1
87e49ab585d,1
0c5493361ff,1
f59479ea519,0
7b7ea180bfb,0
2b717d4be9e,1
ad1324faf7d,1
57611d3d4bf,1
8b71024dda8,1
2f761e48391,0
107bf7b9a44,1
b58ce639812,0
9c4cc864030,1
a9ace4da8aa,1
156ee6a3a3f,1
4b8f42a4063,1
6dcb60aa085,1
8fb409b2a42,1
1a74b9798e8,1
912d12268e8,1
946ebfdf88e,1
8d8db502c5e,1
736d2bbe906,1
f069ed55793,1
d6f2c020c8e,1
52fc3905111,1
a83e64a4de2,1
5b79a208c43,1
81a5ad25703,1
107fbd01977,1
b7390c5ad1f,0
21f9710529d,1
62dedcf4916,1
7ec936f0522,1
34a237f962c,1
c245aad9699,0
e7260e0a747,1
801e95537ee,0
60f3f74a6a4,0
daedc3214eb,1
e5963c54bc3,1
32479d63299,1
d74b70dbe8c,1
1d9d0e6e4bf,0
8c55660cb56,1
bdec288cff2,1
37fdaa3905b,1
38fa2ca1464,1
6f9cf3c14bd,1
e7382fc819b,1
2fdef2ae1ad,0
7cb3b075609,0
d60c8f14a12,1
ec9212aaf59,1
840f3709f7c,1
16830bbdd8b,1
eca94635e01,1
398db2d7878,1
baee00a19c2,1
d9677f28486,1
6d6a333bbfc,0
d974e75b1da,1
2f657bb5b98,1
c5d34262d72,1
89a06bb19ae,1
33a68af8fe0,1
86582b2c40e,1
e3cd6647e64,1
ae559d23b6b,1
9a74e3cdb00,1
92c56354bd5,1
0e04996913a,0
fe5bdb4975a,1
bf3498d9886,1
eb154b92dc1,1
bd188b2bc1a,1
d202c2559d6,1
874c4d0bc2f,1
4a4b02a1918,1
d18d3878168,1
c62349e62a3,0
dc0bc0bd818,1
dd90738541f,1
ca4b7e0c773,1
f68554a1640,1
